"filename", "language", "JSON with Comments", "JavaScript", "Markdown", "JSON", "PostCSS", "comment", "blank", "total"
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\PWAInstallPrompt.js", "JavaScript", 0, 513, 0, 0, 0, 20, 68, 601
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\ProBadge.js", "JavaScript", 0, 26, 0, 0, 0, 1, 5, 32
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\PushNotificationManager.js", "JavaScript", 0, 135, 0, 0, 0, 7, 23, 165
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\RealTimeCounter.js", "JavaScript", 0, 299, 0, 0, 0, 18, 38, 355
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\RepostJobModal.js", "JavaScript", 0, 237, 0, 0, 0, 1, 20, 258
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\ServiceWorkerRegistration.js", "JavaScript", 0, 83, 0, 0, 0, 17, 20, 120
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\ThemeToggle.js", "JavaScript", 0, 163, 0, 0, 0, 2, 10, 175
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\VerifiedBadge.js", "JavaScript", 0, 142, 0, 0, 0, 10, 21, 173
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\VirtualList.js", "JavaScript", 0, 550, 0, 0, 0, 13, 29, 592
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\VirtualizedNotificationList.js", "JavaScript", 0, 323, 0, 0, 0, 12, 43, 378
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobileActionSheet.js", "JavaScript", 0, 83, 0, 0, 0, 0, 9, 92
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobileBottomNav.js", "JavaScript", 0, 28, 0, 0, 0, 0, 1, 29
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobileCard.js", "JavaScript", 0, 31, 0, 0, 0, 0, 2, 33
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobileContactActions.js", "JavaScript", 0, 45, 0, 0, 0, 0, 3, 48
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobileHeader.js", "JavaScript", 0, 87, 0, 0, 0, 0, 8, 95
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobilePullToRefresh.js", "JavaScript", 0, 93, 0, 0, 0, 1, 13, 107
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobileSafeArea.js", "JavaScript", 0, 15, 0, 0, 0, 0, 3, 18
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobileScrollToTop.js", "JavaScript", 0, 35, 0, 0, 0, 0, 6, 41
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobileSwipeCard.js", "JavaScript", 0, 39, 0, 0, 0, 0, 5, 44
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobileTimeAgo.js", "JavaScript", 0, 30, 0, 0, 0, 0, 7, 37
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\MobileVirtualList.js", "JavaScript", 0, 71, 0, 0, 0, 1, 11, 83
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\index.js", "JavaScript", 0, 44, 0, 0, 0, 4, 3, 51
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\useHapticFeedback.js", "JavaScript", 0, 21, 0, 0, 0, 0, 3, 24
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\useMobileDevice.js", "JavaScript", 0, 53, 0, 0, 0, 1, 10, 64
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\mobile\useTouchGestures.js", "JavaScript", 0, 80, 0, 0, 0, 4, 12, 96
"c:\Users\Blessan Corley\My Projects\Fixly old\contexts\AblyContext.js", "JavaScript", 0, 223, 0, 0, 0, 29, 56, 308
"c:\Users\Blessan Corley\My Projects\Fixly old\contexts\LoadingContext.js", "JavaScript", 0, 76, 0, 0, 0, 10, 18, 104
"c:\Users\Blessan Corley\My Projects\Fixly old\contexts\ThemeContext.js", "JavaScript", 0, 91, 0, 0, 0, 14, 25, 130
"c:\Users\Blessan Corley\My Projects\Fixly old\data\cities.js", "JavaScript", 0, 967, 0, 0, 0, 31, 35, 1033
"c:\Users\Blessan Corley\My Projects\Fixly old\data\validation.js", "JavaScript", 0, 22, 0, 0, 0, 1, 3, 26
"c:\Users\Blessan Corley\My Projects\Fixly old\hooks\useFirebase.js", "JavaScript", 0, 43, 0, 0, 0, 8, 13, 64
"c:\Users\Blessan Corley\My Projects\Fixly old\hooks\useLoadingTimeout.js", "JavaScript", 0, 90, 0, 0, 0, 15, 21, 126
"c:\Users\Blessan Corley\My Projects\Fixly old\hooks\useLocationTracking.js", "JavaScript", 0, 312, 0, 0, 0, 28, 55, 395
"c:\Users\Blessan Corley\My Projects\Fixly old\hooks\useMessaging.js", "JavaScript", 0, 299, 0, 0, 0, 31, 54, 384
"c:\Users\Blessan Corley\My Projects\Fixly old\hooks\useNetworkStatus.js", "JavaScript", 0, 58, 0, 0, 0, 6, 15, 79
"c:\Users\Blessan Corley\My Projects\Fixly old\hooks\usePageLoading.js", "JavaScript", 0, 66, 0, 0, 0, 6, 13, 85
"c:\Users\Blessan Corley\My Projects\Fixly old\hooks\useQuery.js", "JavaScript", 0, 384, 0, 0, 0, 30, 58, 472
"c:\Users\Blessan Corley\My Projects\Fixly old\hooks\useRealTimeNotifications.js", "JavaScript", 0, 252, 0, 0, 0, 24, 50, 326
"c:\Users\Blessan Corley\My Projects\Fixly old\hooks\useServiceWorker.js", "JavaScript", 0, 314, 0, 0, 0, 25, 62, 401
"c:\Users\Blessan Corley\My Projects\Fixly old\jest.setup.js", "JavaScript", 0, 360, 0, 0, 0, 26, 27, 413
"c:\Users\Blessan Corley\My Projects\Fixly old\jsconfig.json", "JSON with Comments", 14, 0, 0, 0, 0, 0, 0, 14
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\ably.js", "JavaScript", 0, 173, 0, 0, 0, 37, 39, 249
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\admin-notifications.js", "JavaScript", 0, 118, 0, 0, 0, 11, 36, 165
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\analytics-client.js", "JavaScript", 0, 180, 0, 0, 0, 20, 27, 227
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\apiSecurity.js", "JavaScript", 0, 317, 0, 0, 0, 74, 55, 446
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\auth.js", "JavaScript", 0, 472, 0, 0, 0, 100, 76, 648
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\cache.js", "JavaScript", 0, 114, 0, 0, 0, 9, 22, 145
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\contentValidation.js", "JavaScript", 0, 380, 0, 0, 0, 63, 79, 522
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\db.js", "JavaScript", 0, 161, 0, 0, 0, 29, 33, 223
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\email.js", "JavaScript", 0, 320, 0, 0, 0, 11, 20, 351
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\errorHandling.js", "JavaScript", 0, 321, 0, 0, 0, 38, 56, 415
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\firebase-admin.js", "JavaScript", 0, 24, 0, 0, 0, 1, 5, 30
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\firebase-client.js", "JavaScript", 0, 15, 0, 0, 0, 2, 3, 20
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\firebase.js", "JavaScript", 0, 140, 0, 0, 0, 11, 33, 184
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\inputSanitization.js", "JavaScript", 0, 540, 0, 0, 0, 19, 12, 571
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\locationTracking.js", "JavaScript", 0, 302, 0, 0, 0, 38, 61, 401
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\mongodb.js", "JavaScript", 0, 82, 0, 0, 0, 10, 8, 100
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\notifications.js", "JavaScript", 0, 438, 0, 0, 0, 44, 79, 561
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\otpService.js", "JavaScript", 0, 214, 0, 0, 0, 12, 20, 246
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\rateLimit.js", "JavaScript", 0, 219, 0, 0, 0, 59, 47, 325
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\reactQuery.js", "JavaScript", 0, 282, 0, 0, 0, 54, 48, 384
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\redis.js", "JavaScript", 0, 302, 0, 0, 0, 32, 54, 388
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\redisCache.js", "JavaScript", 0, 272, 0, 0, 0, 67, 60, 399
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\services\automatedMessaging.js", "JavaScript", 0, 340, 0, 0, 0, 38, 74, 452
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\services\locationHistoryService.js", "JavaScript", 0, 376, 0, 0, 0, 35, 73, 484
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\services\messageService.js", "JavaScript", 0, 326, 0, 0, 0, 49, 62, 437
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\services\notificationService.js", "JavaScript", 0, 391, 0, 0, 0, 73, 76, 540
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\services\userTriggeredCleanup.js", "JavaScript", 0, 124, 0, 0, 0, 32, 31, 187
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\services\webPushService.js", "JavaScript", 0, 251, 0, 0, 0, 25, 48, 324
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\simple-realtime.js", "JavaScript", 0, 80, 0, 0, 0, 16, 16, 112
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\validations\content-validator.js", "JavaScript", 0, 547, 0, 0, 0, 84, 86, 717
"c:\Users\Blessan Corley\My Projects\Fixly old\lib\whatsapp.js", "JavaScript", 0, 106, 0, 0, 0, 15, 25, 146
"c:\Users\Blessan Corley\My Projects\Fixly old\middleware.js", "JavaScript", 0, 87, 0, 0, 0, 16, 17, 120
"c:\Users\Blessan Corley\My Projects\Fixly old\models\Conversation.js", "JavaScript", 0, 192, 0, 0, 0, 11, 15, 218
"c:\Users\Blessan Corley\My Projects\Fixly old\models\Dispute.js", "JavaScript", 0, 381, 0, 0, 0, 12, 23, 416
"c:\Users\Blessan Corley\My Projects\Fixly old\models\Job.js", "JavaScript", 0, 1318, 0, 0, 0, 97, 152, 1567
"c:\Users\Blessan Corley\My Projects\Fixly old\models\JobDraft.js", "JavaScript", 0, 427, 0, 0, 0, 42, 54, 523
"c:\Users\Blessan Corley\My Projects\Fixly old\models\LocationPreference.js", "JavaScript", 0, 276, 0, 0, 0, 27, 28, 331
"c:\Users\Blessan Corley\My Projects\Fixly old\models\Review.js", "JavaScript", 0, 293, 0, 0, 0, 11, 20, 324
"c:\Users\Blessan Corley\My Projects\Fixly old\models\User.js", "JavaScript", 0, 1322, 0, 0, 0, 93, 105, 1520
"c:\Users\Blessan Corley\My Projects\Fixly old\models\VerificationToken.js", "JavaScript", 0, 124, 0, 0, 0, 8, 16, 148
"c:\Users\Blessan Corley\My Projects\Fixly old\next-sitemap.config.js", "JavaScript", 0, 51, 0, 0, 0, 1, 0, 52
"c:\Users\Blessan Corley\My Projects\Fixly old\next.config.js", "JavaScript", 0, 172, 0, 0, 0, 19, 19, 210
"c:\Users\Blessan Corley\My Projects\Fixly old\package-lock.json", "JSON", 0, 0, 0, 19890, 0, 0, 1, 19891
"c:\Users\Blessan Corley\My Projects\Fixly old\package-scripts.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 6
"c:\Users\Blessan Corley\My Projects\Fixly old\package.json", "JSON", 0, 0, 0, 193, 0, 0, 1, 194
"c:\Users\Blessan Corley\My Projects\Fixly old\postcss.config.js", "JavaScript", 0, 6, 0, 0, 0, 1, 1, 8
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\apply-security.js", "JavaScript", 0, 194, 0, 0, 0, 11, 9, 214
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\demo-content-protection.js", "JavaScript", 0, 227, 0, 0, 0, 16, 27, 270
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\demo-content-validation.js", "JavaScript", 0, 176, 0, 0, 0, 13, 23, 212
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\final-comprehensive-test.js", "JavaScript", 0, 245, 0, 0, 0, 11, 52, 308
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\fix-duplicate-usernames.js", "JavaScript", 0, 94, 0, 0, 0, 14, 25, 133
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\generate-pwa-icons.js", "JavaScript", 0, 75, 0, 0, 0, 7, 13, 95
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\reset-redis-test-data.js", "JavaScript", 0, 78, 0, 0, 0, 8, 19, 105
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-address-form-improvements.js", "JavaScript", 0, 257, 0, 0, 0, 12, 66, 335
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-api-functionality.js", "JavaScript", 0, 182, 0, 0, 0, 18, 37, 237
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-app-functionality.js", "JavaScript", 0, 208, 0, 0, 0, 13, 46, 267
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-auth-performance.js", "JavaScript", 0, 329, 0, 0, 0, 20, 83, 432
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-auth-system.js", "JavaScript", 0, 234, 0, 0, 0, 20, 53, 307
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-complete-auth-flows.js", "JavaScript", 0, 314, 0, 0, 0, 23, 60, 397
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-complete-location-integration.js", "JavaScript", 0, 209, 0, 0, 0, 16, 49, 274
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-complete-otp-flow.js", "JavaScript", 0, 234, 0, 0, 0, 16, 46, 296
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-complete-realtime-system.js", "JavaScript", 0, 360, 0, 0, 0, 29, 79, 468
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-db-connection.js", "JavaScript", 0, 31, 0, 0, 0, 3, 9, 43
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-enhanced-location-picker.js", "JavaScript", 0, 173, 0, 0, 0, 18, 49, 240
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-enhanced-location-system.js", "JavaScript", 0, 342, 0, 0, 0, 30, 78, 450
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-enhanced-maps-apis.js", "JavaScript", 0, 256, 0, 0, 0, 22, 49, 327
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-enhanced-push-notifications.js", "JavaScript", 0, 138, 0, 0, 0, 19, 40, 197
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-final-auth-verification.js", "JavaScript", 0, 266, 0, 0, 0, 13, 68, 347
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-fixer-job-system.js", "JavaScript", 0, 454, 0, 0, 0, 33, 95, 582
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-index-initialization.js", "JavaScript", 0, 25, 0, 0, 0, 7, 9, 41
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-india-location-service.js", "JavaScript", 0, 308, 0, 0, 0, 19, 69, 396
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-job-application-system.js", "JavaScript", 0, 319, 0, 0, 0, 22, 60, 401
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-location-integration.js", "JavaScript", 0, 352, 0, 0, 0, 27, 62, 441
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-location-picker.js", "JavaScript", 0, 258, 0, 0, 0, 17, 57, 332
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-location-service.js", "JavaScript", 0, 261, 0, 0, 0, 24, 42, 327
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-memory-leaks.js", "JavaScript", 0, 223, 0, 0, 0, 46, 66, 335
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-optimized-auth-system.js", "JavaScript", 0, 287, 0, 0, 0, 21, 56, 364
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-otp-endpoints.js", "JavaScript", 0, 217, 0, 0, 0, 15, 36, 268
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-real-api-endpoints.js", "JavaScript", 0, 263, 0, 0, 0, 27, 60, 350
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-real-connections.js", "JavaScript", 0, 117, 0, 0, 0, 13, 38, 168
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-redis-connection.js", "JavaScript", 0, 159, 0, 0, 0, 22, 45, 226
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-redis-integration.js", "JavaScript", 0, 302, 0, 0, 0, 54, 89, 445
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-review-system.mjs", "JavaScript", 0, 332, 0, 0, 0, 35, 63, 430
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-security.js", "JavaScript", 0, 405, 0, 0, 0, 56, 83, 544
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-skill-selector.js", "JavaScript", 0, 220, 0, 0, 0, 32, 64, 316
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-skills-api-integration.js", "JavaScript", 0, 246, 0, 0, 0, 40, 67, 353
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-unified-auth-system.js", "JavaScript", 0, 282, 0, 0, 0, 21, 86, 389
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-unified-realtime-job-system.js", "JavaScript", 0, 254, 0, 0, 0, 14, 51, 319
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-unified-signup-flow.js", "JavaScript", 0, 271, 0, 0, 0, 12, 72, 355
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\test-upstash-connection.js", "JavaScript", 0, 101, 0, 0, 0, 12, 19, 132
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\validate-database-integrity.js", "JavaScript", 0, 509, 0, 0, 0, 26, 76, 611
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\validate-database-integrity.mjs", "JavaScript", 0, 262, 0, 0, 0, 41, 52, 355
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\validate-realtime-integration.js", "JavaScript", 0, 123, 0, 0, 0, 14, 26, 163
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\verify-auth-implementation.js", "JavaScript", 0, 287, 0, 0, 0, 25, 62, 374
"c:\Users\Blessan Corley\My Projects\Fixly old\scripts\verify-implementation.js", "JavaScript", 0, 211, 0, 0, 0, 16, 40, 267
"c:\Users\Blessan Corley\My Projects\Fixly old\styles\mobile.css", "PostCSS", 0, 0, 0, 0, 243, 30, 44, 317
"c:\Users\Blessan Corley\My Projects\Fixly old\tailwind.config.js", "JavaScript", 0, 165, 0, 0, 0, 12, 11, 188
"c:\Users\Blessan Corley\My Projects\Fixly old\test-api-endpoints.js", "JavaScript", 0, 88, 0, 0, 0, 4, 24, 116
"c:\Users\Blessan Corley\My Projects\Fixly old\test-google-oauth.js", "JavaScript", 0, 34, 0, 0, 0, 4, 10, 48
"c:\Users\Blessan Corley\My Projects\Fixly old\test-mongodb-simple.js", "JavaScript", 0, 40, 0, 0, 0, 4, 11, 55
"c:\Users\Blessan Corley\My Projects\Fixly old\test-real-connections.js", "JavaScript", 0, 117, 0, 0, 0, 12, 34, 163
"c:\Users\Blessan Corley\My Projects\Fixly old\test-signup-simple.js", "JavaScript", 0, 58, 0, 0, 0, 2, 13, 73
"c:\Users\Blessan Corley\My Projects\Fixly old\tests\ablyIntegration.test.js", "JavaScript", 0, 525, 0, 0, 0, 11, 141, 677
"c:\Users\Blessan Corley\My Projects\Fixly old\tests\apiEndpoints.test.js", "JavaScript", 0, 520, 0, 0, 0, 13, 140, 673
"c:\Users\Blessan Corley\My Projects\Fixly old\tests\comprehensive-endpoint-tests.js", "JavaScript", 0, 484, 0, 0, 0, 35, 97, 616
"c:\Users\Blessan Corley\My Projects\Fixly old\tests\endToEndWorkflows.test.js", "JavaScript", 0, 762, 0, 0, 0, 38, 123, 923
"c:\Users\Blessan Corley\My Projects\Fixly old\tests\locationTracking.test.js", "JavaScript", 0, 480, 0, 0, 0, 33, 101, 614
"c:\Users\Blessan Corley\My Projects\Fixly old\tests\redisIntegration.test.js", "JavaScript", 0, 386, 0, 0, 0, 33, 109, 528
"c:\Users\Blessan Corley\My Projects\Fixly old\tests\simple.test.js", "JavaScript", 0, 27, 0, 0, 0, 1, 6, 34
"c:\Users\Blessan Corley\My Projects\Fixly old\tests\userRoles.test.js", "JavaScript", 0, 716, 0, 0, 0, 16, 102, 834
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\bundleOptimization.js", "JavaScript", 0, 438, 0, 0, 0, 22, 29, 489
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\creditUtils.js", "JavaScript", 0, 74, 0, 0, 0, 40, 23, 137
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\emailService.js", "JavaScript", 0, 271, 0, 0, 0, 12, 22, 305
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\errorHandling.js", "JavaScript", 0, 353, 0, 0, 0, 31, 71, 455
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\locationUtils.js", "JavaScript", 0, 177, 0, 0, 0, 19, 28, 224
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\performance.js", "JavaScript", 0, 298, 0, 0, 0, 37, 70, 405
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\performanceMonitoring.js", "JavaScript", 0, 578, 0, 0, 0, 73, 106, 757
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\rateLimiting.js", "JavaScript", 0, 234, 0, 0, 0, 32, 36, 302
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\sensitiveContentFilter.js", "JavaScript", 0, 101, 0, 0, 0, 27, 18, 146
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\smsService.js", "JavaScript", 0, 84, 0, 0, 0, 106, 21, 211
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\toast.js", "JavaScript", 0, 140, 0, 0, 0, 13, 12, 165
"c:\Users\Blessan Corley\My Projects\Fixly old\utils\validation.js", "JavaScript", 0, 671, 0, 0, 0, 68, 104, 843
"c:\Users\Blessan Corley\My Projects\Fixly old\vercel.json", "JSON", 0, 0, 0, 60, 0, 0, 0, 60
"Total", "-", 14, 95521, 3091, 20149, 826, 5852, 13708, 139161
